key,ideaA,ideaB,relatedness,generality,persona
"('externalismaboutmentalcontent', 'mentalcontent')",externalism about mental content,mental content,4,-1,expert
"('descartesepistemology', 'perception')",descartes' epistemology,perception,2,0,phd
"('descartesepistemology', 'perception')",descartes' epistemology,perception,4,0,expert
"('mereology', 'metaphysics')",mereology,metaphysics,4,0,phd
"('mereology', 'metaphysics')",mereology,metaphysics,4,0,expert
"('artificialintelligence', 'turingtest')",turing test,artificial intelligence,4,0,phd
"('artificialintelligence', 'turingtest')",turing test,artificial intelligence,3,-1,phd
"('artificialintelligence', 'turingtest')",turing test,artificial intelligence,4,0,expert
"('artificialintelligence', 'turingtest')",turing test,artificial intelligence,4,-1,expert
"('philosophyofmind', 'universals')",universals,philosophy of mind,2,0,phd
"('philosophyofmind', 'universals')",universals,philosophy of mind,2,3,phd
"('philosophyofmind', 'universals')",universals,philosophy of mind,3,-1,expert
"('philosophyofmind', 'universals')",universals,philosophy of mind,1,1,expert
"('consciousnessandcontent', 'philosophyofmind')",consciousness and content,philosophy of mind,4,2,phd
"('consciousnessandcontent', 'philosophyofmind')",consciousness and content,philosophy of mind,4,-1,expert
"('consciousnessandcontent', 'philosophyofmind')",consciousness and content,philosophy of mind,4,0,expert
"('philosophyofmathematics', 'zenosparadoxes')",zeno's paradoxes,philosophy of mathematics,3,0,course_taker
"('philosophyofmathematics', 'zenosparadoxes')",zeno's paradoxes,philosophy of mathematics,2,0,phd
"('chineseethics', 'chinesephilosophy')",chinese ethics,chinese philosophy,2,0,novice
"('chineseethics', 'chinesephilosophy')",chinese ethics,chinese philosophy,4,0,phd
"('chineseethics', 'chinesephilosophy')",chinese ethics,chinese philosophy,4,0,phd
"('matter', 'philosophyofmind')",matter,philosophy of mind,2,3,phd
"('matter', 'philosophyofmind')",matter,philosophy of mind,3,-1,expert
"('matter', 'philosophyofmind')",matter,philosophy of mind,2,1,expert
"('matter', 'philosophyofmind')",matter,philosophy of mind,2,1,expert
"('matter', 'philosophyofmind')",matter,philosophy of mind,0,-1,expert
"('matter', 'philosophyofmind')",matter,philosophy of mind,3,1,expert
"('epistemologicalproblemsofperception', 'epistemology')",epistemological problems of perception,epistemology,3,-1,phd
"('epistemologicalproblemsofperception', 'epistemology')",epistemological problems of perception,epistemology,4,0,phd
"('epistemologicalproblemsofperception', 'epistemology')",epistemological problems of perception,epistemology,4,0,phd
"('epistemologicalproblemsofperception', 'epistemology')",epistemological problems of perception,epistemology,4,0,expert
"('epistemology', 'knowledgebyacquaintanceandknowledgebydescription')",knowledge by acquaintance and knowledge by description,epistemology,4,3,phd
"('epistemology', 'knowledgebyacquaintanceandknowledgebydescription')",knowledge by acquaintance and knowledge by description,epistemology,4,0,expert
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,-1,phd
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,0,phd
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,0,phd
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,0,phd
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,0,expert
"('eternityoftheworld', 'metaphysics')",eternity of the world,metaphysics,4,0,phd
"('eternityoftheworld', 'metaphysics')",eternity of the world,metaphysics,3,0,expert
"('consciousnessandmentalcontent', 'mentalcontent')",consciousness and mental content,mental content,4,3,phd
"('consciousnessandmentalcontent', 'mentalcontent')",consciousness and mental content,mental content,4,-1,expert
"('consciousnessandmentalcontent', 'mentalcontent')",consciousness and mental content,mental content,4,0,expert
"('consciousnessandmentalcontent', 'mentalcontent')",consciousness and mental content,mental content,2,-1,expert
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,4,0,expert
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,3,0,expert
"('bioethics', 'personalidentityandethics')",personal identity and ethics,bioethics,2,0,phd
"('bioethics', 'personalidentityandethics')",personal identity and ethics,bioethics,4,2,phd
"('bioethics', 'personalidentityandethics')",personal identity and ethics,bioethics,2,1,expert
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,3,0,phd
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,2,0,phd
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,2,-1,expert
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,2,3,expert
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,1,0,expert
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,4,0,phd
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,4,0,phd
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,4,3,expert
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,4,0,expert
"('cartesiandualism', 'perception')",cartesian dualism,perception,0,-1,phd
"('cartesiandualism', 'perception')",cartesian dualism,perception,3,3,expert
"('aristotelianism', 'metaphysics')",aristotelianism,metaphysics,3,0,phd
"('aristotelianism', 'metaphysics')",aristotelianism,metaphysics,3,0,expert
"('ethics', 'religionandmorality')",religion and morality,ethics,2,3,phd
"('ethics', 'religionandmorality')",religion and morality,ethics,4,3,expert
"('philosophyofreligion', 'satanism')",satanism,philosophy of religion,1,0,phd
"('philosophyofreligion', 'satanism')",satanism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'satanism')",satanism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'satanism')",satanism,philosophy of religion,3,0,expert
"('perception', 'teleosemantics')",teleosemantics,perception,2,1,phd
"('perception', 'teleosemantics')",teleosemantics,perception,2,2,expert
"('internalismandexternalism', 'perception')",internalism and externalism,perception,1,1,phd
"('internalismandexternalism', 'perception')",internalism and externalism,perception,3,1,expert
"('hilbertsprogram', 'philosophyofscienceandthesciences')",hilbert's program,philosophy of science and the sciences,4,-1,phd
"('hilbertsprogram', 'philosophyofscienceandthesciences')",hilbert's program,philosophy of science and the sciences,3,0,phd
"('hilbertsprogram', 'philosophyofscienceandthesciences')",hilbert's program,philosophy of science and the sciences,1,0,expert
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,4,0,phd
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,4,0,phd
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,4,0,phd
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,3,0,expert
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,4,0,expert
"('continentalfeminism', 'continentalphilosophy')",continental feminism,continental philosophy,4,0,phd
"('continentalfeminism', 'continentalphilosophy')",continental feminism,continental philosophy,3,1,expert
"('epistemology', 'logos')",logos,epistemology,2,3,phd
"('epistemology', 'logos')",logos,epistemology,0,-1,expert
"('artificialintelligence', 'computation')",artificial intelligence,computation,4,1,course_taker
"('artificialintelligence', 'computation')",artificial intelligence,computation,4,-1,expert
"('classicalphysics', 'philosophyofscienceandthesciences')",classical physics,philosophy of science and the sciences,4,-1,phd
"('classicalphysics', 'philosophyofscienceandthesciences')",classical physics,philosophy of science and the sciences,3,0,phd
"('classicalphysics', 'philosophyofscienceandthesciences')",classical physics,philosophy of science and the sciences,2,0,expert
"('feministmetaphysics', 'metaphysics')",feminist metaphysics,metaphysics,4,0,phd
"('feministmetaphysics', 'metaphysics')",feminist metaphysics,metaphysics,2,3,phd
"('feministmetaphysics', 'metaphysics')",feminist metaphysics,metaphysics,3,0,expert
"('japanesephilosophy', 'zenbuddhism')",zen buddhism,japanese philosophy,4,-1,phd
"('japanesephilosophy', 'zenbuddhism')",zen buddhism,japanese philosophy,-1,0,expert
"('socialandpoliticalphilosophy', 'socialphilosophy')",social philosophy,social and political philosophy,4,0,phd
"('socialandpoliticalphilosophy', 'socialphilosophy')",social philosophy,social and political philosophy,4,1,expert
"('philosophyoflanguage', 'privatelanguageargument')",private language argument,philosophy of language,4,0,phd
"('philosophyoflanguage', 'privatelanguageargument')",private language argument,philosophy of language,-1,0,expert
"('implicature', 'pragmatics')",implicature,pragmatics,4,0,phd
"('implicature', 'pragmatics')",implicature,pragmatics,4,0,phd
"('implicature', 'pragmatics')",implicature,pragmatics,4,0,expert
"('axiomatictheoriesoftruth', 'philosophyoflanguage')",axiomatic theories of truth,philosophy of language,4,0,phd
"('axiomatictheoriesoftruth', 'philosophyoflanguage')",axiomatic theories of truth,philosophy of language,-1,0,expert
"('naturallawtradition', 'philosophyofreligion')",natural law tradition,philosophy of religion,4,2,phd
"('naturallawtradition', 'philosophyofreligion')",natural law tradition,philosophy of religion,4,0,phd
"('naturallawtradition', 'philosophyofreligion')",natural law tradition,philosophy of religion,2,1,expert
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,3,-1,phd
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,4,0,phd
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,3,0,phd
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,1,0,phd
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,3,0,expert
"('biologicalaltruism', 'philosophyofbiology')",biological altruism,philosophy of biology,4,0,phd
"('biologicalaltruism', 'philosophyofbiology')",biological altruism,philosophy of biology,4,0,expert
"('artificialintelligence', 'temporallogic')",temporal logic,artificial intelligence,1,-1,phd
"('artificialintelligence', 'temporallogic')",temporal logic,artificial intelligence,3,-1,expert
"('metaphysicsandlanguage', 'philosophyoflanguage')",metaphysics and language,philosophy of language,4,0,phd
"('metaphysicsandlanguage', 'philosophyoflanguage')",metaphysics and language,philosophy of language,-1,2,expert
"('ethics', 'medievaltheoriesofpracticalreason')",medieval theories of practical reason,ethics,2,0,phd
"('ethics', 'medievaltheoriesofpracticalreason')",medieval theories of practical reason,ethics,1,0,expert
"('indispensabilityargumentsinthephilosophyofmathematics', 'philosophyofscienceandthesciences')",indispensability arguments in the philosophy of mathematics,philosophy of science and the sciences,2,-1,phd
"('indispensabilityargumentsinthephilosophyofmathematics', 'philosophyofscienceandthesciences')",indispensability arguments in the philosophy of mathematics,philosophy of science and the sciences,3,0,phd
"('indispensabilityargumentsinthephilosophyofmathematics', 'philosophyofscienceandthesciences')",indispensability arguments in the philosophy of mathematics,philosophy of science and the sciences,4,0,expert
"('metaphysics', 'metaphysicsofcausation')",metaphysics of causation,metaphysics,4,0,phd
"('metaphysics', 'metaphysicsofcausation')",metaphysics of causation,metaphysics,4,0,expert
"('activationvalue', 'artificialintelligence')",activation value,artificial intelligence,1,0,phd
"('activationvalue', 'artificialintelligence')",activation value,artificial intelligence,3,-1,expert
"('developmentalbiology', 'trait')",trait,developmental biology,4,0,phd
"('developmentalbiology', 'trait')",trait,developmental biology,4,2,expert
"('bioethics', 'doctrineofdoubleeffect')",doctrine of double effect,bioethics,3,3,phd
"('bioethics', 'doctrineofdoubleeffect')",doctrine of double effect,bioethics,4,0,expert
"('philosophyofchemistry', 'philosophyofphysics')",philosophy of chemistry,philosophy of physics,3,2,phd
"('philosophyofchemistry', 'philosophyofphysics')",philosophy of chemistry,philosophy of physics,4,2,expert
"('metaphysics', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,metaphysics,2,0,phd
"('metaphysics', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,metaphysics,2,0,expert
"('statisticalmechanicsandthermodynamics', 'thermodynamicasymmetryintime')",thermodynamic asymmetry in time,statistical mechanics and thermodynamics,4,0,phd
"('statisticalmechanicsandthermodynamics', 'thermodynamicasymmetryintime')",thermodynamic asymmetry in time,statistical mechanics and thermodynamics,4,0,expert
