key,ideaA,ideaB,humanRelatedness,humanGenerality
"('philosophyofscienceandthesciences', 'probability')",probability,philosophy of science and the sciences,2,1
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,3,0
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of mathematics,philosophy of science and the sciences,1,2
"('interpretationsofprobability', 'philosophyofscienceandthesciences')",interpretations of probability,philosophy of science and the sciences,2,0
"('folkpsychology', 'philosophyofscienceandthesciences')",folk psychology,philosophy of science and the sciences,1,0
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,2,0
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,-1,-1
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,0
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science,philosophy of science and the sciences,4,2
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'scientificrealism')",scientific realism,philosophy of science and the sciences,4,0
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,3,0
"('philosophyofphysics', 'philosophyofscienceandthesciences')",philosophy of physics,philosophy of science and the sciences,3,0
"('constructivemathematics', 'philosophyofscienceandthesciences')",constructive mathematics,philosophy of science and the sciences,0,-1
"('historicisttheoriesofrationality', 'philosophyofscienceandthesciences')",historicist theories of rationality,philosophy of science and the sciences,3,0
"('boltzmannsworkinstatisticalphysics', 'philosophyofscienceandthesciences')",boltzmann's work in statistical physics,philosophy of science and the sciences,-1,-1
"('indispensabilityargumentsinthephilosophyofmathematics', 'philosophyofscienceandthesciences')",indispensability arguments in the philosophy of mathematics,philosophy of science and the sciences,4,0
"('aristotleandmathematics', 'philosophyofscienceandthesciences')",aristotle and mathematics,philosophy of science and the sciences,1,0
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,4,0
"('evolutionarypsychology', 'philosophyofscienceandthesciences')",evolutionary psychology,philosophy of science and the sciences,1,0
"('molecularbiologyandgenetics', 'philosophyofscienceandthesciences')",molecular biology and genetics,philosophy of science and the sciences,0,-1
"('einsteinsphilosophyofscience', 'philosophyofscienceandthesciences')",einstein's philosophy of science,philosophy of science and the sciences,3,0
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,1,0
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,3,0
"('folkpsychologyasatheory', 'philosophyofscienceandthesciences')",folk psychology as a theory,philosophy of science and the sciences,3,0
"('hilbertsprogram', 'philosophyofscienceandthesciences')",hilbert's program,philosophy of science and the sciences,1,0
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,4,0
"('classicalphysics', 'philosophyofscienceandthesciences')",classical physics,philosophy of science and the sciences,2,0
"('literature', 'philosophyofscienceandthesciences')",literature,philosophy of science and the sciences,0,-1
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,0,-1
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,1,-1
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,0,-1
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,4,-1
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,-1
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,0,-1
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,0,-1
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,0,-1
"('mind', 'philosophyofmind')",mind,philosophy of mind,4,-1
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,0,-1
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,0,-1
"('continentalrationalism', 'philosophyofmind')",continental rationalism,philosophy of mind,0,-1
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,0,-1
"('animalcognition', 'philosophyofmind')",animal cognition,philosophy of mind,0,-1
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,0,-1
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,0,-1
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,3,-1
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,-1
"('matter', 'philosophyofmind')",matter,philosophy of mind,0,-1
"('aspectsofmind', 'higherordertheoriesofconsciousness')",higher-order theories of consciousness,aspects of mind,3,-1
"('aspectsofmind', 'consciousnessandpsychology')",consciousness and psychology,aspects of mind,2,-1
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,3,-1
"('externalismaboutmentalcontent', 'mentalcontent')",externalism about mental content,mental content,4,-1
"('mentalcontent', 'teleologicaltheoriesofmentalcontent')",teleological theories of mental content,mental content,1,-1
"('mentalcontent', 'narrowmentalcontent')",narrow mental content,mental content,3,-1
"('consciousnessandintentionality', 'mentalcontent')",consciousness and intentionality,mental content,3,-1
"('consciousnessandmentalcontent', 'mentalcontent')",consciousness and mental content,mental content,4,-1
"('causaltheoriesofmentalcontent', 'mentalcontent')",causal theories of mental content,mental content,0,-1
"('externalism', 'mentalcontent')",externalism,mental content,4,-1
"('internalismandexternalism', 'mentalcontent')",internalism and externalism,mental content,4,-1
"('mentalcontent', 'westernphilosophy')",western philosophy,mental content,4,-1
"('ethics', 'gametheoryinethics')",game theory in ethics,ethics,4,0
"('ethics', 'religionandmorality')",religion and morality,ethics,4,3
"('ethics', 'medievaltheoriesofpracticalreason')",medieval theories of practical reason,ethics,1,0
"('aesthetics', 'environmentalaesthetics')",environmental aesthetics,aesthetics,4,0
"('existence', 'existenceofgod')",existence of god,existence,3,0
"('essenceandexistence', 'existence')",essence and existence,existence,4,0
"('existence', 'properties')",properties,existence,4,3
"('aspectsofconsciousness', 'consciousness')",aspects of consciousness,consciousness,4,1
"('aspectsofconsciousness', 'diversity')",aspects of consciousness,diversity,0,3
"('aspectsofconsciousness', 'mindinindianbuddhistphilosophy')",aspects of consciousness,mind in indian buddhist philosophy,3,3
"('aspectsofconsciousness', 'self')",aspects of consciousness,self,4,3
"('aspectsofconsciousness', 'conscience')",aspects of consciousness,conscience,3,3
"('aspectsofconsciousness', 'literature')",aspects of consciousness,literature,0,3
"('aspectsofconsciousness', 'modelsandidealization')",aspects of consciousness,models and idealization,0,3
"('aspectsofconsciousness', 'perceptualexperience')",aspects of consciousness,perceptual experience,4,0
"('aspectsofconsciousness', 'consciousnessandintentionality')",aspects of consciousness,consciousness and intentionality,4,1
"('eliminativematerialism', 'materialism')",eliminative materialism,materialism,4,1
"('eliminativematerialism', 'folkpsychology')",eliminative materialism,folk psychology,4,1
"('eliminativematerialism', 'philosophyofpsychology')",eliminative materialism,philosophy of psychology,4,1
"('eliminativematerialism', 'psychiatry')",eliminative materialism,psychiatry,3,1
"('eliminativematerialism', 'eliminativism')",eliminative materialism,eliminativism,4,2
"('eliminativematerialism', 'philosophiesoftheparticularsciences')",eliminative materialism,philosophies of the particular sciences,2,1
"('eliminativematerialism', 'mentalstate')",eliminative materialism,mental state,4,1
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,2,1
"('belief', 'eliminativematerialism')",eliminative materialism,belief,4,0
"('mind', 'mindbodyproblem')",mind-body problem,mind,4,1
"('mindbodyproblem', 'neutralmonism')",mind-body problem,neutral monism,4,0
"('consciousness', 'mindbodyproblem')",mind-body problem,consciousness,4,1
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,4,1
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,4,1
"('mindbodyproblem', 'pain')",mind-body problem,pain,3,0
"('functionalism', 'mindbodyproblem')",mind-body problem,functionalism,4,0
"('mindbodyproblem', 'philosophyofpsychology')",mind-body problem,philosophy of psychology,3,1
"('mindbodyproblem', 'psychiatry')",mind-body problem,psychiatry,2,1
"('behaviorism', 'philosophyofpsychology')",behaviorism,philosophy of psychology,4,1
"('behaviorism', 'psychiatry')",behaviorism,psychiatry,3,1
"('behaviorism', 'functionalism')",behaviorism,functionalism,4,2
"('behaviorism', 'mentalstate')",behaviorism,mental state,4,1
"('behaviorism', 'philosophiesoftheparticularsciences')",behaviorism,philosophies of the particular sciences,3,1
"('behaviorism', 'cognitivescience')",behaviorism,cognitive science,4,3
"('behaviorism', 'philosophyofmind')",behaviorism,philosophy of mind,4,1
"('behaviorism', 'referenceanddenotation')",behaviorism,reference and denotation,1,3
"('dualism', 'mind')",dualism,mind,4,1
"('body', 'dualism')",dualism,body,4,1
"('dualism', 'propertydualism')",dualism,property dualism,4,0
"('dualism', 'substance')",dualism,substance,4,1
"('cartesiandualism', 'dualism')",dualism,cartesian dualism,4,0
"('dualism', 'materialism')",dualism,materialism,4,2
"('dualism', 'matter')",dualism,matter,2,1
"('consciousness', 'dualism')",dualism,consciousness,4,1
"('functionalism', 'mentalstate')",functionalism,mental state,4,1
"('functionalism', 'pain')",functionalism,pain,3,3
"('behaviorism', 'functionalism')",functionalism,behaviorism,4,2
"('belief', 'functionalism')",functionalism,belief,3,3
"('functionalism', 'qualia')",functionalism,qualia,3,3
"('desire', 'functionalism')",functionalism,desire,3,3
"('functionalism', 'invertedqualia')",functionalism,inverted qualia,4,0
"('desires', 'functionalism')",functionalism,desires,3,3
"('physicalism', 'supervenience')",physicalism,supervenience,4,1
"('physicalism', 'propertyandownership')",physicalism,property and ownership,4,1
"('knowledgeargument', 'physicalism')",physicalism,knowledge argument,4,0
"('aprioriandaposteriori', 'physicalism')",physicalism,a priori and a posteriori,3,3
"('materialism', 'physicalism')",physicalism,materialism,4,2
"('physicalism', 'properties')",physicalism,properties,4,1
"('physicalism', 'zombies')",physicalism,zombies,4,3
"('philosophyofphysics', 'physicalism')",physicalism,philosophy of physics,2,1
"('naturalism', 'physicalism')",physicalism,naturalism,4,1
"('mind', 'philosophyofmind')",philosophy of mind,mind,4,2
"('body', 'philosophyofmind')",philosophy of mind,body,3,2
"('ideas', 'philosophyofmind')",philosophy of mind,ideas,4,0
"('matter', 'philosophyofmind')",philosophy of mind,matter,3,1
"('attention', 'philosophyofmind')",philosophy of mind,attention,3,0
"('existence', 'philosophyofmind')",philosophy of mind,existence,2,1
"('concepts', 'philosophyofmind')",philosophy of mind,concepts,4,0
"('change', 'philosophyofmind')",philosophy of mind,change,1,1
"('literature', 'philosophyofmind')",philosophy of mind,literature,0,3
"('japanesephilosophy', 'zenbuddhism')",japanese philosophy,zen buddhism,-1,0
"('moralcharacter', 'spaceandtime')",moral character,space and time,0,-1
"('god', 'moralcharacter')",moral character,god,4,3
"('moralcharacter', 'philosophyofeducation')",moral character,philosophy of education,4,3
