key,ideaA,ideaB,humanRelatedness,humanGenerality
"('computationallogic', 'logic')",computational logic,logic,4,0
"('logic', 'logicofaction')",logic of action,logic,2,0
"('independencefriendlylogic', 'logic')",independence-friendly logic,logic,3,0
"('conditionals', 'logic')",conditionals,logic,4,0
"('logic', 'peripatetic')",peripatetic,logic,0,-1
"('logic', 'syntax')",syntax,logic,3,0
"('historyofethics', 'philosophyofchildhood')",philosophy of childhood,history of ethics,0,-1
"('18thcenturygermanaesthetics', 'historyofethics')",18th century german aesthetics,history of ethics,2,0
"('historyofethics', 'religionandmorality')",religion and morality,history of ethics,4,2
"('appliedethics', 'computerethics')",computer ethics,applied ethics,4,0
"('appliedethics', 'computerethics')",computer ethics,applied ethics,4,0
"('appliedethics', 'personalidentityandethics')",personal identity and ethics,applied ethics,2,3
"('appliedethics', 'bioethics')",bioethics,applied ethics,4,0
"('appliedethics', 'ethicsandinformationtechnology')",ethics and information technology,applied ethics,4,0
"('appliedethics', 'businessethics')",business ethics,applied ethics,4,0
"('appliedethics', 'biomedicalethics')",biomedical ethics,applied ethics,4,0
"('appliedethics', 'cloning')",cloning,applied ethics,4,0
"('appliedethics', 'contractualism')",contractualism,applied ethics,4,0
"('appliedethics', 'normativeethics')",normative ethics,applied ethics,3,1
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0
"('bioethics', 'personalidentityandethics')",personal identity and ethics,bioethics,4,2
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,4,2
"('bioethics', 'businessethics')",business ethics,bioethics,2,2
"('bioethics', 'culturalrelativism')",cultural relativism,bioethics,3,3
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,3,0
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,4,0
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,1,3
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,4,0
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,0
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,0
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,3,0
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,1,3
"('mind', 'philosophyofmind')",mind,philosophy of mind,4,2
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,4,0
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,3,0
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,1,3
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,0,-1
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,2,0
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,3,2
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,3,0
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,4,2
"('matter', 'philosophyofmind')",matter,philosophy of mind,2,3
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,2,3
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,0
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,3,2
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0
"('philosophyofmind', 'psychiatry')",psychiatry,philosophy of mind,3,2
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,2,2
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,3,0
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,4,3
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,1,2
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0
"('epistemologicalproblemsofmemory', 'philosophyofmind')",epistemological problems of memory,philosophy of mind,1,0
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,0,-1
"('mentalrepresentation', 'philosophyofmind')",mental representation,philosophy of mind,3,0
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,2,0
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,2
"('philosophyofmind', 'syntacticanalysis')",syntactic analysis,philosophy of mind,1,3
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,1,0
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,0,-1
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,2,2
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,0,-1
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,3,2
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,0,-1
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,0
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,0,-1
"('everettsrelativestateformulationofquantummechanics', 'philosophyofmind')",everett's relative-state formulation of quantum mechanics,philosophy of mind,0,-1
"('intentionality', 'philosophyofmind')",intentionality,philosophy of mind,4,0
"('body', 'philosophyofmind')",body,philosophy of mind,3,3
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,4,2
"('philosophyofmind', 'propositionalattitude')",propositional attitude,philosophy of mind,4,0
"('perception', 'philosophyofmind')",perception,philosophy of mind,4,0
"('philosophyofchemistry', 'philosophyofmind')",philosophy of chemistry,philosophy of mind,0,-1
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,4,0
"('abstractobject', 'philosophyofmind')",abstract object,philosophy of mind,2,3
"('philosophyofmind', 'sensedata')",sense-data,philosophy of mind,3,0
"('philosophyofmind', 'unityofconsciousness')",unity of consciousness,philosophy of mind,4,0
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,2,2
"('existence', 'philosophyofmind')",existence,philosophy of mind,2,3
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,0,-1
"('philosophyofmind', 'propernames')",proper names,philosophy of mind,3,3
"('consciousnessandcontent', 'philosophyofmind')",consciousness and content,philosophy of mind,4,2
"('philosophyofmind', 'probability')",probability,philosophy of mind,0,-1
"('philosophyofmind', 'realismandantirealism')",realism and anti-realism,philosophy of mind,2,3
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,3,0
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,3,0
"('philosophyofmind', 'realismandantirealism')",realism and anti-realism,philosophy of mind,2,3
"('philosophyofmind', 'sensedata')",sense data,philosophy of mind,4,0
"('philosophyofmind', 'universals')",universals,philosophy of mind,2,3
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,4,0
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,3,3
"('induction', 'philosophyofmind')",induction,philosophy of mind,1,2
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,4,0
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,4,2
"('mentalcontent', 'philosophyofmind')",mental content,philosophy of mind,4,0
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,1,2
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,2,2
"('philosophyofbiology', 'philosophyofmind')",philosophy of biology,philosophy of mind,2,2
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,3,0
"('mentalstate', 'philosophyofmind')",mental state,philosophy of mind,4,3
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,2,3
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,0,-1
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,3,0
"('philosophyofmind', 'realism')",realism,philosophy of mind,3,3
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,3,2
"('epistemologicalproblemsofperception', 'philosophyofmind')",epistemological problems of perception,philosophy of mind,2,0
"('computationandrepresentation', 'philosophyofmind')",computation and representation,philosophy of mind,4,0
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,4,0
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,4,0
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,4,0
"('mathematicallogic', 'philosophyofmind')",mathematical logic,philosophy of mind,2,3
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,3,3
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,0,-1
"('perception', 'problemofperception')",problem of perception,perception,4,2
"('perception', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,perception,0,-1
"('leibnizoncausation', 'perception')",leibniz on causation,perception,0,-1
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,3,0
"('descartesepistemology', 'perception')",descartes' epistemology,perception,2,0
"('perception', 'sensedata')",sense-data,perception,4,0
"('object', 'perception')",object,perception,2,3
"('mentalimagery', 'perception')",mental imagery,perception,3,0
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,4,0
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,3,0
"('higherordertheoriesofconsciousness', 'perception')",higher-order theories of consciousness,perception,3,0
"('deweysaesthetics', 'perception')",dewey's aesthetics,perception,0,-1
"('descartesontologicalargument', 'perception')",descartes' ontological argument,perception,0,-1
"('perception', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,perception,3,1
"('kantsviewofthemindandconsciousnessofself', 'perception')",kant's view of the mind and consciousness of self,perception,3,2
"('epistemologicalproblemsofperception', 'perception')",epistemological problems of perception,perception,4,0
"('ideas', 'perception')",ideas,perception,3,3
"('perception', 'sensedata')",sense data,perception,4,0
"('perception', 'selfknowledge')",self-knowledge,perception,2,2
"('leibnizsinfluenceonkant', 'perception')",leibniz's influence on kant,perception,3,2
"('consciousnessandintentionality', 'perception')",consciousness and intentionality,perception,4,2
"('perception', 'unitarianism')",unitarianism,perception,0,-1
"('18thcenturygermanaesthetics', 'perception')",18th century german aesthetics,perception,0,-1
"('consciousnessandcontent', 'perception')",consciousness and content,perception,3,2
"('blindsight', 'perception')",blindsight,perception,4,0
"('17thand18thcenturytheoriesofemotions', 'perception')",17th and 18th century theories of emotions,perception,0,-1
"('epistemologicalproblemsoftestimony', 'perception')",epistemological problems of testimony,perception,0,-1
"('introspection', 'perception')",introspection,perception,3,2
